playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478039,2022,Kaapo Kahkonen,SJS,G,5on4,21,5103.0,1.32,4.0,22.0,0.74,1.0,1.76,2.0,12.63,13.0,2.95,0.0,4.39,0.0,9.34,9.0,1.31,10.0,7.0,1.0,0.29,0.76,0.27,1.0,3.0,0.0,4.0,0.0,0.0
8480382,2022,Alexandar Georgiev,COL,G,other,34,3451.0,9.02,6.0,98.0,4.52,7.0,10.94,10.0,57.45,53.0,1.62,2.0,30.61,21.0,19.83,29.0,8.04,36.0,28.0,13.0,1.45,3.63,3.95,3.0,3.0,0.0,21.0,0.0,0.0
8480382,2022,Alexandar Georgiev,COL,G,all,34,121847.0,101.51,88.0,1857.0,73.21,111.0,233.23,251.0,1023.82,1084.0,35.82,35.0,571.67,411.0,410.79,531.0,95.05,1055.0,260.0,110.0,30.61,32.51,38.4,33.0,28.0,27.0,432.0,0.0,0.0
8480382,2022,Alexandar Georgiev,COL,G,5on5,34,99190.0,63.04,54.0,1445.0,51.36,75.0,186.29,209.0,779.87,833.0,28.42,26.0,436.29,316.0,327.92,413.0,60.16,855.0,173.0,63.0,24.53,21.19,17.32,26.0,18.0,10.0,354.0,0.0,0.0
8480382,2022,Alexandar Georgiev,COL,G,4on5,34,9170.0,28.09,28.0,283.0,16.23,29.0,32.8,31.0,166.1,173.0,0.45,0.0,96.94,71.0,48.23,64.0,25.5,137.0,58.0,33.0,3.73,7.59,16.77,4.0,7.0,17.0,55.0,0.0,0.0
8480382,2022,Alexandar Georgiev,COL,G,5on4,34,10036.0,1.26,0.0,26.0,0.98,0.0,2.75,0.0,18.2,24.0,5.14,6.0,6.81,3.0,13.56,23.0,1.25,24.0,1.0,1.0,0.81,0.1,0.36,0.0,0.0,0.0,0.0,0.0,0.0
8476433,2022,Magnus Hellberg,DET,G,other,9,1074.0,2.13,1.0,27.0,0.87,2.0,2.17,1.0,12.2,9.0,0.28,0.0,6.4,7.0,4.05,5.0,1.99,11.0,1.0,4.0,0.57,0.12,1.45,0.0,0.0,1.0,11.0,0.0,0.0
8476433,2022,Magnus Hellberg,DET,G,all,9,28750.0,22.86,21.0,429.0,16.13,19.0,49.49,45.0,219.93,213.0,7.56,5.0,125.33,114.0,86.73,100.0,22.02,210.0,73.0,25.0,7.08,8.84,6.93,6.0,7.0,8.0,121.0,0.0,0.0
8476433,2022,Magnus Hellberg,DET,G,5on5,9,22549.0,16.88,17.0,329.0,12.26,15.0,39.69,37.0,171.04,168.0,5.46,3.0,97.06,89.0,69.32,76.0,16.31,164.0,59.0,18.0,5.17,7.12,4.59,5.0,7.0,5.0,88.0,0.0,0.0
8476433,2022,Magnus Hellberg,DET,G,4on5,9,2700.0,3.66,3.0,66.0,2.83,2.0,6.88,6.0,32.32,32.0,0.28,0.0,20.21,16.0,10.25,16.0,3.53,29.0,13.0,3.0,1.16,1.6,0.9,1.0,0.0,2.0,21.0,0.0,0.0
8476433,2022,Magnus Hellberg,DET,G,5on4,9,2427.0,0.06,0.0,5.0,0.09,0.0,0.51,0.0,2.83,2.0,1.44,2.0,0.95,2.0,2.3,2.0,0.06,4.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
